============================================================================================
ANSOFT                                                                              07/18/20
Monostatic RCS Plot 1                                                               09:31:32

--------------------------------------------------------------------------------------------
     IWavePhi [deg]             MonostaticRCSTotal []
                      Freq='10GHz' IWaveTheta='90deg'
  0.000000000000000                 0.000116716184509
  0.250000000000000                 0.000117385386901
  0.500000000000000                 0.000117440039749
  0.750000000000000                 0.000116872693110
  1.000000000000000                 0.000115681430740
  1.250000000000000                 0.000113872008281
  1.500000000000000                 0.000111456741825
  1.750000000000000                 0.000108456326076
  2.000000000000000                 0.000104899919094
  2.250000000000000                 0.000100826007981
  2.500000000000000                 0.000096281970485
  2.750000000000000                 0.000091324887252
  3.000000000000000                 0.000086020606680
  3.250000000000000                 0.000080443944954
  3.500000000000000                 0.000074676323328
  3.750000000000000                 0.000068804857812
  4.000000000000000                 0.000062919552674
  4.250000000000000                 0.000057111375422
  4.500000000000000                 0.000051468153946
  4.750000000000000                 0.000046071893931
  5.000000000000000                 0.000040994736796
  5.250000000000000                 0.000036295918741
  5.500000000000000                 0.000032018609708
  5.750000000000000                 0.000028188082913
  6.000000000000000                 0.000024809303328
  6.250000000000000                 0.000021868128890
  6.500000000000000                 0.000019331837373
  6.750000000000000                 0.000017151990324
  7.000000000000000                 0.000015269102584
  7.250000000000001                 0.000013617493912
  7.499999999999999                 0.000012132314617
  7.750000000000000                 0.000010755890266
  8.000000000000000                 0.000009444083514
  8.250000000000000                 0.000008171657174
  8.500000000000000                 0.000006935434875
  8.750000000000000                 0.000005755248193
  9.000000000000000                 0.000004671524380
  9.250000000000000                 0.000003739533667
  9.500000000000000                 0.000003021226707
  9.750000000000000                 0.000002574149387
 10.000000000000000                 0.000002440039684
 10.250000000000000                 0.000002633698528
 10.500000000000000                 0.000003134542801
 10.750000000000000                 0.000003882666436
 11.000000000000000                 0.000004780958364
 11.250000000000000                 0.000005703312411
 11.500000000000000                 0.000006569063524
 11.750000000000000                 0.000007148597585
 12.000000000000000                 0.000007379421951
 12.250000000000000                 0.000007203836847
 12.500000000000000                 0.000006626763651
 12.750000000000000                 0.000005721288672
 13.000000000000000                 0.000004622103860
 13.250000000000000                 0.000003507150154
 13.500000000000000                 0.000002568223389
 13.750000000000000                 0.000001976601235
 14.000000000000000                 0.000001848576008
 14.250000000000000                 0.000002219143024
 14.500000000000002                 0.000003030000212
 14.750000000000002                 0.000004135575558
 14.999999999999998                 0.000005327765408
 15.249999999999998                 0.000006375091984
 15.500000000000000                 0.000007068712105
 15.750000000000000                 0.000007265284868
 16.000000000000000                 0.000006917207601
 16.250000000000000                 0.000006083440888
 16.500000000000000                 0.000004918484582
 16.750000000000000                 0.000003642140256
 17.000000000000000                 0.000002497323313
 17.250000000000000                 0.000001705328129
 17.500000000000000                 0.000001426589108
 17.750000000000000                 0.000001733959721
 18.000000000000000                 0.000002601079134
